645 111957
612 315 704
616 402 344
320 572 590
627 538 16
421 366 290
441 628 878
451 311 349
470 598 642
249 38 922
150 335 744
332 539 475
524 311 108
27 633 606
459 571 133
150 197 464
7 264 976
184 421 400
464 260 718
381 335 436
308 473 527
461 498 2
333 638 239
485 208 164
412 604 787
440 301 746
26 29 847
621 136 956
594 588 265
525 611 386
286 429 377
163 575 94
310 385 676
510 87 445
584 163 324
600 526 510
9 128 595
422 348 905
346 229 575
195 515 927
325 158 922
542 329 384
439 516 949
4 394 623
467 283 944
603 150 830
171 236 905
94 447 578
438 642 847
247 100 939
463 126 344
215 341 847
356 402 10
166 320 406
46 489 79
184 73 178
576 277 421
87 369 17
575 363 491
446 382 609
339 306 86
258 606 587
390 346 52
322 395 430
479 38 840
445 364 103
276 183 406
205 359 592
374 375 468
490 7 420
259 524 971
112 26 877
27 44 823
600 279 553
486 551 807
374 446 774
247 535 504
388 638 367
533 330 488
89 128 412
42 319 603
38 311 336
82 597 882
426 305 380
544 310 465
613 523 197
566 489 891
134 214 311
38 362 839
582 316 896
348 365 802
120 64 587
423 57 689
624 244 467
446 529 877
572 398 767
161 6 778
265 263 182
149 411 202
71 104 192
500 619 485
112 590 46
223 343 453
363 374 999
250 247 470
493 533 302
628 619 62
423 458 218
234 526 827
313 401 549
613 116 970
169 78 596
481 567 661
442 397 950
169 526 690
564 348 865
87 312 335
525 150 623
454 20 26
622 117 991
414 435 541
478 302 167
14 555 953
301 420 314
426 188 621
316 26 451
484 283 622
86 408 239
502 596 815
172 305 451
527 419 15
616 268 276
160 225 149
227 110 706
227 543 643
439 621 824
105 255 611
312 593 964
300 435 620
295 445 115
223 292 184
183 319 598
562 637 387
273 142 211
471 516 982
421 72 660
93 409 750
542 402 234
353 303 31
598 471 977
397 415 346
471 584 699
26 387 681
642 228 695
408 581 264
411 606 63
443 548 369
40 279 819
510 125 893
613 188 686
315 254 420
156 349 810
258 330 954
144 135 788
388 271 982
376 45 617
96 321 333
494 275 87
617 265 804
1 538 30
290 355 583
145 453 978
589 284 249
33 312 460
125 86 936
336 32 274
396 608 287
124 313 667
299 414 525
89 373 962
271 598 539
42 412 342
106 633 716
633 161 173
232 606 401
401 562 730
481 181 317
435 217 84
568 179 191
236 69 795
250 624 477
19 297 59
476 244 313
458 314 799
606 7 670
213 469 921
391 219 383
176 396 746
224 336 912
586 615 792
603 183 10
518 506 352
164 555 189
496 635 95
170 93 816
207 153 647
295 260 230
362 396 29
79 399 440
531 331 228
91 423 119
186 573 206
458 98 173
354 534 581
639 303 520
267 116 614
121 293 138
291 520 758
84 74 637
403 94 811
485 235 594
46 278 387
93 366 763
509 536 363
471 85 324
540 66 423
103 218 323
384 82 174
176 582 611
582 477 76
137 483 423
198 531 921
405 286 231
167 265 983
516 432 999
170 193 519
156 607 141
235 274 334
255 85 903
225 59 323
435 66 526
226 350 376
427 621 915
277 155 851
476 322 815
606 270 973
340 560 845
262 320 872
320 100 155
402 272 329
311 183 473
25 195 329
82 170 145
379 160 125
161 531 185
498 204 988
360 558 73
12 14 291
115 282 776
630 51 838
409 544 280
483 77 497
44 534 1000
497 607 73
265 525 826
320 615 734
267 618 499
42 628 944
40 413 685
91 556 698
468 330 173
139 68 777
70 346 608
86 522 487
455 489 910
599 381 997
430 404 9
457 51 716
347 303 136
544 200 240
209 302 755
589 395 689
488 635 265
497 593 79
87 89 130
230 97 779
639 496 929
536 573 852
146 499 303
30 334 322
92 408 93
413 106 178
140 337 657
204 358 392
463 399 315
45 270 881
102 410 871
494 91 339
257 144 567
496 587 987
310 258 399
413 119 575
220 196 534
73 215 184
160 248 221
216 82 881
308 55 645
370 542 11
581 483 231
488 231 725
324 167 352
392 55 460
413 478 729
589 443 143
428 447 479
16 245 283
108 535 825
313 136 184
214 544 163
612 310 723
254 446 762
420 188 658
143 304 168
630 453 222
340 80 564
238 97 438
402 411 877
49 454 534
590 212 771
259 230 635
462 362 933
241 331 720
448 210 986
152 513 97
587 519 760
63 343 778
478 597 984
31 464 823
585 34 411
574 430 107
498 268 583
639 52 694
296 462 212
442 625 33
392 145 747
35 370 764
261 207 701
562 84 972
356 98 865
242 122 415
266 376 277
608 387 223
246 512 219
152 358 453
147 172 355
525 24 257
107 223 79
76 154 732
81 268 316
510 606 510
54 464 366
561 543 336
405 71 194
476 290 289
615 267 181
495 201 406
107 416 16
573 507 420
558 271 569
451 184 560
162 497 581
504 385 675
27 32 752
475 361 51
12 302 930
155 266 939
581 34 216
579 116 822
378 256 622
204 203 577
194 569 707
413 431 312
114 607 967
593 50 159
32 214 127
579 329 502
281 630 779
231 199 326
373 93 157
358 448 897
62 604 387
333 435 172
90 102 614
205 580 930
386 456 582
604 456 177
380 277 918
113 583 456
435 512 399
564 525 680
246 61 61
375 642 107
197 117 987
310 598 786
585 496 382
37 355 350
63 409 656
437 197 677
86 552 914
187 128 615
619 439 392
548 522 3
552 125 471
492 320 616
313 642 831
445 117 304
102 201 184
350 360 433
220 479 97
581 41 135
151 158 407
365 143 769
32 366 678
503 38 829
483 620 871
211 47 877
640 325 452
71 567 842
556 325 991
178 633 733
239 528 146
325 495 929
442 58 968
329 448 517
533 462 508
237 614 574
120 103 137
101 62 766
439 2 45
495 267 354
272 554 520
401 211 574
627 10 71
604 598 879
384 453 609
305 44 348
53 308 440
72 592 783
171 298 855
279 37 767
196 485 537
229 434 882
615 357 356
364 525 56
394 360 30
585 588 392
359 356 144
640 440 804
118 187 699
488 543 132
598 440 138
42 609 71
170 310 131
137 217 295
496 249 519
313 628 284
385 79 643
56 434 734
596 42 963
554 146 24
138 529 481
553 38 268
298 418 257
115 256 422
452 517 763
616 273 877
637 636 66
502 548 335
299 471 114
100 419 377
119 213 544
573 432 285
581 386 907
616 464 676
170 588 806
429 151 268
446 614 311
80 395 361
13 375 595
412 255 416
241 147 899
249 456 502
314 274 812
329 182 798
406 108 697
440 333 923
42 373 932
65 141 598
66 551 750
517 188 347
94 179 717
368 100 936
635 88 697
571 192 27
309 141 221
131 205 567
50 186 123
462 44 422
39 421 386
503 322 470
582 440 700
26 378 757
74 551 355
473 351 225
46 493 823
141 557 158
545 486 694
633 59 627
204 636 507
393 598 927
493 573 48
304 594 883
533 63 24
27 103 796
464 19 842
500 199 452
592 145 969
502 410 434
515 41 92
43 604 327
613 617 7
4 508 90
379 514 586
171 539 828
99 280 170
319 366 177
95 643 749
98 427 559
203 34 318
102 396 493
165 595 396
313 576 957
402 585 541
608 545 466
6 414 843
349 442 672
412 632 300
425 228 99
370 99 740
307 119 689
282 210 790
90 423 636
345 264 121
32 41 217
69 363 914
550 63 398
176 441 540
110 161 502
131 407 335
472 468 544
173 142 55
94 315 76
233 173 308
152 271 848
41 25 354
258 468 491
434 541 724
560 49 636
583 444 976
205 427 663
500 176 591
53 161 104
462 144 339
449 473 928
59 554 224
4 408 573
425 195 943
580 242 182
645 365 198
588 329 23
306 472 782
308 89 470
115 482 260
391 313 893
305 260 245
363 539 955
368 89 587
545 492 145
49 396 506
92 173 662
135 99 560
372 9 497
4 397 76
44 186 414
587 100 847
363 435 786
639 272 284
519 113 471
364 375 913
498 376 306
635 272 731
310 44 945
525 134 249
186 55 164
14 148 548
333 315 979
127 236 367
93 365 514
630 562 133
440 466 852
233 9 876
106 621 881
123 27 42
76 580 453
382 428 521
253 200 14
264 37 66
347 496 950
52 339 174
543 426 211
251 144 669
281 355 835
30 600 405
135 119 653
519 192 79
517 280 102
279 176 148
466 209 596
438 9 14
294 213 59
513 43 993
511 598 397
213 359 184
460 227 526
95 230 639
336 209 378
243 301 378
157 74 369
410 627 139
182 624 74
158 96 612
566 268 420
372 628 564
408 247 574
554 369 501
94 361 210
335 206 722
580 228 59
601 116 117
57 203 179
310 447 862
305 94 189
568 361 138
157 69 744
513 236 687
585 105 106
251 469 664
596 377 813
383 524 745
348 407 741
248 418 88
43 452 620
593 613 388
110 128 777
281 588 370
56 390 61
544 384 140
84 304 27
132 233 181
578 213 561
8 341 177
55 175 178
612 291 614
541 404 413
30 315 28
45 290 968
496 267 407
153 61 835
419 378 352
551 554 748
338 239 54
451 416 801
396 216 987
160 239 488
315 548 551
256 307 133
316 621 664
271 96 7
70 20 380
332 416 788
320 139 646
408 451 745
36 207 215
573 254 93
45 638 871
170 137 734
355 51 8
378 36 802
600 151 796
92 195 5
127 603 233
551 435 435
636 115 497
123 505 353
596 195 475
598 210 624
226 320 602
153 215 358
616 311 549
165 85 556
596 411 965
48 136 94
578 72 231
172 156 849
305 200 604
533 269 388
313 178 65
101 387 271
135 264 540
274 37 170
270 52 659
381 96 326
62 113 614
257 150 522
296 13 963
166 605 621
60 292 927
357 355 785
592 235 562
70 430 443
350 340 866
494 520 897
5 641 554
77 282 851
572 340 726
418 642 909
564 175 130
199 412 539
77 209 446
562 477 934
407 188 398
420 637 843
509 255 289
163 292 157
446 460 824
602 459 662
484 520 631
23 461 370
429 275 133
547 344 515
504 100 185
185 633 129
547 595 314
68 455 987
330 548 769
524 468 682
9 552 32
373 229 79
2 537 168
374 6 258
587 72 391
144 471 383
156 96 825
92 376 523
494 150 269
253 49 155
147 82 923
358 286 368
593 134 597
536 429 492
46 460 789
142 224 557
159 602 937
518 324 675
509 20 97
218 412 891
121 429 441
323 132 979
199 58 262
578 609 772
92 37 847
149 552 684
644 450 406
136 212 949
241 216 242
602 414 800
450 346 624
520 255 307
127 484 380
13 592 121
60 641 559
642 645 514
392 370 987
40 57 411
432 304 456
282 9 185
128 69 587
405 121 29
469 448 979
167 520 794
559 351 414
139 106 22
356 567 844
160 111 638
596 328 117
565 90 67
247 631 456
537 129 718
542 107 699
484 629 509
153 616 303
535 175 778
246 574 50
557 19 306
5 594 240
403 233 999
325 621 600
638 535 619
470 134 721
5 55 84
185 462 253
380 425 435
537 288 463
194 610 408
185 483 255
327 277 286
406 183 417
402 244 148
65 498 242
33 463 176
381 316 234
226 495 382
534 314 482
176 271 447
228 69 40
236 386 217
197 377 353
530 356 722
86 306 327
164 443 654
459 463 204
613 529 839
530 376 653
603 25 453
243 311 808
59 603 895
267 635 722
243 594 189
101 174 172
555 215 46
435 49 33
532 552 585
131 213 92
283 297 602
419 198 855
89 512 33
267 494 847
296 554 662
644 481 585
107 372 33
540 484 660
105 610 891
313 382 122
632 355 538
615 160 217
591 201 782
548 289 860
443 302 746
433 49 450
304 400 318
464 338 682
461 627 270
348 446 645
392 494 126
78 178 915
403 282 619
392 305 26
34 282 976
583 90 51
459 565 347
265 471 309
474 109 928
184 612 224
409 102 504
472 341 534
624 291 231
105 472 17
160 436 618
507 257 183
517 337 743
318 502 800
645 306 368
9 30 480
207 523 713
29 125 239
556 247 461
165 303 261
543 185 729
611 380 447
154 417 723
235 212 64
74 203 479
388 401 859
574 456 729
447 200 220
640 563 737
587 252 680
189 263 181
5 256 558
403 121 924
38 532 696
115 44 537
191 301 618
50 153 871
201 368 357
196 384 496
334 262 756
117 95 12
15 411 971
1 624 279
518 644 987
285 637 195
450 8 261
229 565 233
457 310 36
609 296 94
241 536 833
382 28 937
184 315 456
455 466 145
217 589 439
550 528 771
169 459 504
406 323 741
622 318 811
450 102 761
577 596 624
438 202 466
387 214 273
297 169 470
63 31 369
551 424 102
397 248 913
634 507 721
412 545 584
398 386 437
464 332 127
129 638 470
44 308 351
425 410 103
111 206 587
292 489 148
304 533 287
594 507 574
524 119 665
60 221 821
428 560 352
358 500 641
536 74 936
581 65 103
265 289 323
137 329 875
298 546 908
158 240 18
385 250 703
410 573 787
57 257 27
629 426 505
336 488 408
149 587 41
565 323 408
566 612 330
298 317 671
495 81 915
501 122 956
400 314 542
429 513 145
37 478 339
388 571 590
450 123 631
12 179 649
573 379 630
216 296 940
592 500 812
520 45 113
523 152 26
102 26 742
642 478 702
591 633 983
267 213 596
204 465 944
26 385 398
287 121 189
48 497 696
324 608 542
493 338 351
365 513 456
401 105 676
497 220 108
268 548 807
120 574 947
33 441 698
232 554 897
466 275 113
287 539 659
555 430 187
363 605 154
258 349 231
431 61 649
120 321 80
10 241 199
623 9 623
498 406 575
226 297 93
380 366 317
481 295 153
130 278 724
562 233 121
196 194 424
154 315 243
86 606 773
80 548 959
456 334 71
326 234 193
180 426 485
314 144 701
100 216 399
516 387 582
216 210 271
402 262 436
276 254 205
83 483 555
276 597 351
249 468 354
19 549 333
617 546 871
270 167 722
375 256 860
510 452 937
96 636 379
256 574 442
149 399 162
581 197 434
530 30 187
299 67 863
281 461 852
267 77 787
407 224 98
77 319 141
523 36 929
564 26 414
43 77 149
262 497 807
608 426 760
450 631 293
80 256 804
157 551 688
611 529 372
333 199 401
264 124 722
245 161 823
626 554 251
151 632 971
173 183 562
487 180 797
629 182 102
28 315 137
340 320 648
14 224 61
229 80 234
10 178 256
273 377 302
89 188 965
373 462 454
7 108 794
555 209 245
501 163 722
523 87 437
396 355 342
201 312 23
309 30 169
206 273 727
633 247 289
565 219 656
111 532 396
209 8 888
566 139 325
7 128 696
325 47 162
626 294 283
472 642 337
308 21 55
359 259 266
129 272 483
534 69 608
36 603 831
72 509 696
127 564 536
104 414 423
250 269 516
431 534 251
590 22 439
396 39 135
450 547 465
441 499 979
52 628 869
99 622 696
641 279 720
405 242 549
158 99 316
634 161 164
431 554 729
594 526 107
162 51 446
424 194 543
495 56 741
529 97 458
61 383 394
594 118 406
226 183 623
105 546 446
293 587 425
449 507 416
427 11 180
390 401 848
343 50 741
609 25 316
235 93 958
126 37 731
375 529 644
363 122 200
42 624 323
121 33 927
180 291 340
320 325 225
629 216 452
603 323 184
550 471 87
228 36 137
136 284 112
490 321 599
609 500 892
362 548 760
402 393 544
280 487 515
472 430 721
513 482 591
540 437 754
240 368 275
289 391 937
431 409 703
553 376 446
258 381 57
510 562 945
156 592 224
484 170 904
474 484 734
147 347 382
439 299 407
237 414 914
306 282 404
255 164 378
283 258 262
394 272 423
212 563 90
19 203 218
214 233 953
377 339 380
35 580 298
602 173 234
33 53 591
304 360 652
384 200 717
48 12 453
78 559 297
503 164 852
626 578 286
13 640 564
442 65 249
101 501 364
443 214 454
54 157 462
513 8 164
483 162 241
63 592 248
87 471 106
172 442 582
209 200 863
101 337 603
38 114 680
164 242 568
72 80 42
328 16 20
438 417 732
184 297 759
294 372 394
226 91 369
553 577 308
609 30 796
413 224 470
301 546 51
142 344 464
201 160 348
151 609 461
138 298 306
224 12 712
382 567 720
360 277 176
351 253 578
594 209 352
519 632 629
318 136 882
406 453 861
570 211 798
445 275 511
363 628 357
97 163 505
329 167 801
641 515 921
35 345 634
149 520 469
299 626 792
30 622 169
408 448 729
585 543 361
33 612 646
105 276 592
104 227 811
615 552 991
116 330 525
327 189 392
100 340 756
442 378 938
267 538 300
118 107 682
616 317 36
484 386 464
25 543 768
476 294 598
322 472 145
190 536 657
311 83 384
579 394 758
528 618 717
541 327 942
60 140 922
312 562 433
446 568 162
335 560 160
122 6 891
378 502 166
438 338 571
113 537 46
162 592 694
205 577 349
584 608 289
425 325 440
546 178 22
434 165 125
601 4 837
59 459 936
293 288 404
12 11 639
170 135 968
206 57 885
105 257 481
450 405 383
349 334 476
98 543 16
18 615 497
11 590 713
498 450 477
49 284 148
244 108 360
125 349 822
414 345 736
627 241 102
58 384 765
120 485 747
432 424 85
282 569 662
393 198 379
289 276 53
38 420 587
53 120 779
215 455 943
205 258 666
532 494 606
589 343 336
589 234 491
387 508 36
44 242 11
287 163 995
209 78 826
82 639 847
556 456 670
298 97 36
414 296 833
376 368 983
554 533 772
141 88 67
144 76 836
527 287 334
171 619 696
601 396 721
125 482 809
458 50 528
161 455 375
319 48 778
306 541 162
199 273 362
31 256 625
116 121 957
79 180 561
86 280 371
497 410 526
262 465 105
453 332 646
28 326 794
585 310 389
431 151 626
366 405 231
62 11 279
53 548 920
125 77 561
448 222 360
299 320 106
463 451 486
220 183 476
346 435 569
44 538 744
540 383 789
249 231 41
175 289 742
117 300 299
541 158 939
205 579 546
337 289 773
246 289 277
229 382 747
251 599 382
454 586 971
597 311 878
327 312 888
8 137 732
39 441 873
134 135 476
581 351 211
296 288 498
166 302 860
615 521 46
509 123 722
534 465 369
54 526 677
51 155 833
318 272 13
351 319 899
258 401 886
644 271 417
205 614 954
169 176 441
24 241 715
350 182 482
602 466 158
288 639 701
537 200 949
2 434 416
399 179 972
314 106 851
303 167 389
59 152 472
76 321 940
80 573 925
259 135 546
48 293 207
137 353 663
484 222 933
478 376 936
295 123 346
96 371 457
484 80 502
574 49 807
635 391 205
23 633 204
305 13 52
447 497 917
578 385 819
503 470 566
259 46 922
170 364 284
403 318 931
38 25 246
211 406 496
102 25 694
42 551 118
253 395 964
337 338 240
153 388 5
506 208 654
146 68 788
290 28 441
611 134 24
592 440 660
279 565 573
453 314 66
577 645 146
144 442 954
179 625 899
25 455 351
256 163 189
208 38 907
96 23 548
34 319 166
632 191 402
559 303 551
291 556 37
297 420 599
468 455 469
404 42 158
248 41 680
413 555 572
303 374 202
148 75 131
293 588 332
504 54 159
152 263 792
12 546 393
535 406 311
50 14 147
97 3 997
282 320 680
266 195 195
514 298 737
415 577 854
580 497 802
55 216 775
427 467 219
118 161 416
496 377 351
478 300 240
375 216 158
428 243 5
173 444 354
58 207 531
436 589 424
593 333 429
507 43 267
152 565 823
104 552 264
120 278 747
608 343 70
105 376 884
330 565 426
371 424 914
393 83 894
301 435 431
299 16 327
401 244 578
338 159 207
512 144 278
359 334 52
598 278 330
446 581 795
8 81 420
227 321 802
28 235 383
465 450 995
48 405 482
614 59 247
520 405 858
585 643 863
623 428 649
423 373 628
581 109 9
121 137 972
624 606 539
364 92 116
530 514 540
19 633 477
349 56 296
291 33 322
452 187 986
582 225 622
643 621 14
479 309 386
608 326 113
129 229 147
491 495 528
33 565 845
59 586 289
258 212 442
233 504 199
357 191 825
152 54 619
120 388 641
350 613 616
64 252 330
425 6 261
88 223 4
111 101 107
323 321 590
401 176 574
18 345 884
478 285 532
345 543 399
559 131 820
447 564 68
616 157 786
495 294 957
462 114 503
186 459 652
189 300 213
240 476 967
295 633 20
182 365 211
283 305 856
644 610 690
588 7 334
168 42 482
91 364 558
265 77 16
643 640 360
243 466 454
392 290 577
470 322 747
633 411 175
543 486 846
278 240 519
507 510 970
251 564 11
283 121 276
5 58 268
498 544 477
211 618 375
545 289 963
77 317 413
635 201 739
311 344 154
116 281 796
180 495 173
448 505 158
82 313 182
559 609 482
620 370 719
372 339 69
642 380 131
513 369 836
8 60 967
256 9 237
453 85 762
139 123 329
493 110 199
185 69 716
234 137 205
299 366 192
433 333 617
171 148 959
164 274 161
204 213 913
634 259 267
346 597 193
100 133 926
472 68 519
44 330 407
308 438 705
225 222 621
614 540 966
608 109 992
485 94 108
591 332 737
38 423 126
168 441 683
129 261 472
70 150 882
6 493 795
158 285 683
274 462 629
240 113 218
42 620 849
627 622 678
418 76 352
302 147 112
594 122 613
513 445 778
511 220 887
312 462 365
528 352 870
412 37 40
472 535 796
147 70 920
593 356 123
569 307 172
297 342 200
248 587 384
60 329 129
117 485 801
637 388 693
129 184 738
471 300 58
16 468 794
310 558 59
64 338 768
458 259 916
408 580 721
348 421 519
399 372 711
172 529 777
148 233 995
469 507 24
510 35 841
510 485 306
477 58 786
197 465 42
521 522 107
568 89 280
236 500 294
629 465 635
49 445 120
211 325 100
593 508 172
136 273 632
248 476 164
135 344 546
568 452 331
381 620 980
631 391 783
570 524 871
642 556 14
485 106 168
40 137 40
113 351 412
536 153 435
370 209 755
65 598 640
172 496 882
383 543 894
578 230 947
375 106 830
74 85 284
556 134 215
147 355 664
388 210 454
167 394 657
22 102 650
609 142 349
449 54 700
388 104 557
425 558 884
277 190 876
346 199 810
215 97 128
572 374 251
326 352 571
24 298 921
197 64 581
495 360 895
103 380 634
393 374 500
326 544 484
33 37 288
168 280 209
91 68 242
376 70 153
177 255 977
572 195 704
520 374 811
372 239 923
124 164 50
479 18 339
41 495 53
552 166 155
552 502 11
241 496 599
325 126 183
565 301 729
390 429 116
7 369 170
41 394 410
281 87 446
114 611 959
366 618 698
258 227 525
475 140 910
430 585 244
27 179 104
248 329 329
54 527 896
312 196 446
238 205 434
552 75 999
85 113 783
103 273 163
354 282 429
53 82 262
413 593 361
12 640 409
86 434 849
564 376 408
591 202 964
124 460 182
558 109 839
60 47 888
22 411 484
324 153 551
314 588 299
499 517 769
237 574 512
100 15 165
135 143 585
216 322 491
429 480 96
332 347 886
401 469 618
371 300 646
528 580 324
497 284 895
363 643 107
123 432 293
541 491 944
148 557 515
598 543 860
489 201 816
114 361 484
404 8 611
347 209 862
260 128 356
407 302 232
420 197 911
416 333 421
476 56 215
344 586 835
369 222 606
183 488 132
423 629 294
122 527 667
197 149 884
41 31 424
513 554 45
510 321 954
318 124 153
561 613 9
96 408 181
562 280 357
42 125 267
235 109 287
514 458 770
574 129 732
388 463 351
109 355 723
367 408 166
515 644 418
180 350 864
496 126 857
373 15 134
333 157 534
591 48 725
560 503 622
524 303 293
25 90 977
490 213 841
444 389 993
250 178 120
529 9 880
291 351 18
402 274 28
128 43 74
640 333 268
635 285 547
489 234 251
427 364 135
244 33 344
263 284 587
66 96 898
643 543 210
240 195 662
143 235 473
513 645 256
376 346 320
523 99 747
245 96 290
8 588 493
27 559 714
96 220 920
330 612 382
7 368 39
525 444 922
172 579 695
198 519 620
245 348 153
284 612 907
77 488 125
641 614 44
163 14 224
440 12 837
9 549 639
233 302 170
148 617 871
243 288 374
456 424 493
169 474 676
229 393 521
568 415 575
347 325 267
94 33 622
200 450 809
77 595 674
319 46 564
607 555 731
299 249 147
94 156 988
86 416 285
477 116 437
23 457 800
546 630 614
434 589 914
76 277 842
302 333 41
350 90 607
186 371 591
369 634 833
641 497 775
464 567 179
114 454 415
631 159 518
156 201 41
356 369 964
223 287 414
277 557 242
178 419 226
449 603 515
35 521 50
44 153 577
535 131 298
334 332 43
498 363 406
524 310 205
234 573 804
645 88 186
348 85 40
304 519 71
15 96 971
73 505 173
18 623 547
494 598 496
562 193 777
349 179 160
454 466 994
294 366 375
272 370 320
475 513 469
177 391 980
139 621 973
436 559 1
527 484 655
263 220 19
596 285 435
220 40 560
542 466 490
355 53 148
239 115 938
547 153 97
434 160 713
270 326 612
476 497 636
6 444 982
94 181 817
28 377 584
638 264 770
391 502 20
452 592 758
201 482 300
74 585 338
562 230 154
435 559 806
184 290 477
510 354 861
495 461 28
205 623 587
131 76 112
490 121 822
378 150 974
90 391 858
530 272 442
242 84 451
48 9 840
163 19 268
622 337 2
221 388 263
372 192 944
248 217 527
12 473 160
339 280 1000
550 103 13
246 489 269
2 437 72
332 359 687
610 13 525
594 427 264
249 301 868
215 269 272
620 32 187
14 295 248
521 606 194
73 195 676
353 83 549
432 613 748
448 565 647
87 619 215
96 507 444
396 484 139
452 184 480
47 20 294
172 203 650
83 3 235
620 527 6
443 106 140
641 422 702
73 467 828
503 199 475
257 517 399
145 189 357
383 553 46
551 58 311
634 372 655
378 121 488
588 262 645
152 177 512
174 376 488
120 98 931
607 643 168
350 78 610
5 75 418
9 79 121
323 457 726
600 33 418
35 287 946
28 82 831
535 81 526
413 31 577
196 106 710
97 223 385
166 149 194
301 135 164
162 346 752
243 168 58
77 374 103
212 90 346
297 133 389
505 328 201
249 617 203
564 231 151
415 333 837
124 93 583
145 85 426
408 458 951
242 383 661
146 615 113
68 575 803
326 35 633
403 165 971
403 344 493
429 539 130
461 586 656
278 566 2
77 398 202
285 516 573
586 470 807
33 368 84
611 49 427
616 530 902
467 294 253
599 456 303
528 432 429
504 548 872
105 175 257
235 240 573
274 167 217
52 89 616
488 199 198
304 141 463
252 91 99
360 140 39
397 66 430
641 255 832
581 287 489
461 208 373
492 118 531
189 409 682
350 612 334
89 125 112
404 431 200
346 140 298
440 339 7
154 172 530
455 587 577
125 465 96
567 498 27
322 64 204
370 185 41
571 25 884
420 481 291
424 542 592
442 596 66
296 213 189
93 407 257
132 578 350
544 396 835
361 335 624
593 307 523
251 73 120
128 233 419
197 435 58
228 408 401
56 588 664
146 8 794
210 74 238
615 350 399
131 586 858
304 124 406
83 445 209
640 526 521
498 342 17
345 79 746
261 529 3
90 77 570
96 208 116
567 33 935
352 351 961
598 302 30
480 35 295
611 462 980
635 393 825
316 427 334
37 563 746
233 370 513
535 262 373
503 269 540
373 442 965
285 226 608
625 205 168
572 13 531
460 510 836
333 502 918
329 569 856
515 261 591
484 120 224
321 134 1000
619 140 940
558 616 422
573 602 601
271 295 872
84 360 885
12 485 508
637 9 992
534 146 881
428 597 370
200 10 485
519 57 724
501 171 803
353 180 387
217 617 117
376 243 395
193 396 577
283 588 521
441 271 222
317 556 522
8 180 311
326 227 930
32 637 731
168 512 148
487 355 317
535 348 994
558 186 750
40 583 381
328 206 840
603 153 150
240 242 975
328 270 954
11 416 730
576 568 740
445 177 13
217 257 27
366 289 201
281 618 201
316 303 239
264 240 42
33 495 12
604 434 203
100 570 230
459 107 271
92 546 608
134 322 51
472 59 602
631 90 891
217 604 527
424 105 306
190 70 654
93 229 945
216 393 123
240 404 645
385 609 906
624 289 851
301 193 276
625 550 185
608 574 876
150 153 220
536 197 890
20 447 866
612 205 338
630 176 390
521 177 695
307 497 761
584 409 98
334 280 261
474 363 426
506 455 764
477 628 517
626 145 777
403 217 926
427 484 598
625 298 554
