678 624
169 46 648912641
206 199 349189755
121 654 281467204
238 315 594121861
452 450 932012190
450 428 573931789
129 487 458680543
374 383 796901267
233 625 527548613
39 194 109740649
441 600 587060633
277 642 41776945
307 253 254791946
360 673 563269304
380 250 136828298
209 107 441278577
605 289 342564438
171 617 612676182
19 211 407211059
559 464 319979150
464 450 739237210
537 316 889673349
551 316 88287111
105 155 335897205
493 138 980257062
576 60 769504117
146 78 141679199
66 478 678456794
144 326 386394900
631 332 5460920
282 70 645908798
512 617 234746087
589 165 619128032
357 598 278456996
110 265 191350127
409 51 241984166
473 296 945686270
51 281 602452449
212 576 137114006
442 368 79736468
203 146 562065861
597 605 836650838
255 627 481033201
373 456 398339664
319 614 519764586
464 666 285895970
447 299 550548738
631 37 749870750
232 237 366775804
20 436 640535826
46 118 133565306
562 170 230576888
402 128 79589613
175 536 656854331
500 530 272262254
7 244 309170061
515 77 923581279
51 203 653937806
118 182 843353481
93 468 93351498
78 369 109021179
496 113 705837883
91 16 755118961
80 17 517065761
210 571 270160716
100 79 314634436
539 495 689080984
250 469 658488666
426 118 684070624
170 356 231692701
332 627 766971455
154 543 809298875
326 149 676228334
15 616 57171347
237 384 254795691
307 83 931843301
626 97 244475230
226 404 245956892
249 10 691806189
250 446 701415654
658 8 692594149
244 76 272111510
246 602 511754090
196 169 673766641
147 434 803660352
316 169 847571037
15 158 15471389
626 374 759508704
91 219 402539172
491 456 819573616
577 456 394641796
200 328 965772164
170 36 863481991
380 64 619705649
382 384 870251075
599 539 196891020
521 33 717487566
388 76 229956700
70 151 943432082
620 328 817516854
383 636 698970128
110 259 775856637
355 174 951826546
463 186 186341781
496 109 783495374
104 258 302434261
27 603 318892048
136 204 200932401
341 59 738660379
622 657 524453549
165 161 191332213
438 381 407686648
304 218 807011137
416 251 92966155
642 527 594672548
616 397 441812754
350 463 98876096
496 618 165779037
396 237 571479876
504 152 264330110
20 437 632845210
461 492 349474805
298 427 686876476
338 328 919475148
268 138 927310322
102 509 601824691
16 129 9284016
640 590 57380254
668 27 270089121
197 589 175623616
445 604 246518905
244 626 903962561
489 555 916797755
22 258 594424442
307 271 805223266
5 36 301400664
644 102 462317796
496 270 932474939
338 92 54154752
322 199 981110508
27 37 810327528
625 70 700802328
407 348 873158808
675 650 485718524
257 676 408482108
385 616 92332856
428 357 487084906
139 592 403353057
242 449 122410513
493 376 548206622
431 236 929303641
259 674 848016072
572 32 919487566
320 292 710520729
97 655 755251176
422 322 667810444
260 14 710709142
617 480 760371944
38 306 873851955
447 468 643813123
379 608 559859135
458 37 702345654
179 229 635774077
247 559 160211684
311 9 916306142
327 386 446845656
116 184 544889631
250 173 669265199
136 7 769223836
87 530 137662671
600 409 669690464
635 422 560289531
529 272 891365979
69 674 593346393
68 428 206722978
409 184 741572226
111 508 247061426
480 277 549239770
426 648 242177179
323 75 295470205
604 121 709224255
313 157 847574959
205 576 148625902
469 384 474912173
427 316 895393391
674 602 773808167
91 47 726198343
537 337 135915350
386 655 790939471
491 226 484306555
410 13 787335906
270 201 886941974
638 67 823159248
320 608 114427380
438 545 197559147
84 148 424645250
439 356 735228524
460 504 292278133
637 48 678537978
294 178 266291728
499 215 896979378
445 342 284789898
611 420 701734240
600 28 64710179
618 25 530034763
461 442 682097368
237 130 336051639
670 380 2548187
424 237 468318181
264 182 614209005
675 364 144952823
369 469 998911120
602 617 803289188
149 209 242519778
492 178 106600414
618 115 348460902
347 548 766364987
50 272 119347885
30 384 303359131
23 603 415249982
75 290 969875923
634 107 830918627
607 372 364952376
116 134 497288128
128 55 248021565
190 626 133688801
422 84 125946917
566 468 651979535
501 43 410971397
88 647 571103262
668 84 458006522
353 130 992385127
373 459 140280262
331 551 31617576
458 200 288958095
204 53 633928582
250 84 634143662
367 632 923808055
591 608 880293036
665 467 194306190
127 67 505877600
110 563 889793504
271 512 725296652
84 197 813346836
166 64 656173627
313 676 692263703
416 657 310611841
156 504 553762204
175 120 870987956
572 445 272578039
209 498 404509928
510 86 573949257
467 408 537159879
568 31 196558266
385 273 247972077
165 358 606665130
139 590 821464792
528 141 458969013
75 388 39122533
493 418 801966818
137 654 263197495
540 301 854028940
97 453 282381508
272 471 792868921
541 136 820489225
607 668 24760942
145 113 494979760
546 47 219766246
3 499 109009596
267 166 634906236
408 75 185928033
601 647 695774648
637 83 132102380
617 661 960933705
523 651 271054121
542 617 392168417
580 517 75681142
157 154 295263395
388 164 985225211
589 581 744723347
28 652 869208134
34 294 758980020
374 522 561782148
177 127 765597264
668 361 845821231
620 54 816973328
109 517 579852165
557 421 69148646
116 482 489127819
265 24 321250899
633 662 759477451
672 132 440725088
108 382 919684172
538 91 168198092
120 156 930325431
155 536 594674719
331 575 454128398
58 48 966579143
277 126 870389958
565 581 622766655
655 257 162879176
472 571 220099078
596 542 603357003
412 151 78565995
398 121 505237528
339 355 327691436
485 564 433544392
513 45 717982331
170 163 32631966
665 503 970244741
484 527 567342362
473 167 716252193
85 536 573143910
536 69 171707591
483 256 323692913
232 36 635491997
600 162 639105659
434 567 596054590
506 216 363895403
640 662 900801532
597 646 574594137
424 663 238311788
261 104 553362468
62 301 653598822
232 578 98161733
63 470 814923933
404 247 743578283
259 542 865131977
644 20 441148531
558 516 995777483
658 439 597597846
419 593 448608456
215 69 518107074
338 397 893078258
194 567 925970906
384 647 494848896
586 111 477759176
92 658 614417857
509 551 891996080
332 552 876418375
52 670 881576525
235 511 767338391
675 87 734843851
266 647 467187598
208 597 991752275
493 612 507974630
190 638 415050726
402 281 447041975
170 439 569157133
666 154 530277086
102 584 108873927
481 75 268074461
452 391 519299827
631 169 899706902
313 334 872425226
261 509 45766815
451 185 565720531
163 380 487069658
465 229 35427835
260 37 310832829
326 157 921032440
109 537 59359292
292 463 888944975
251 375 991297839
340 381 281504750
494 329 392328474
141 352 883390727
50 318 170601631
582 1 68963260
411 588 541038056
284 418 13268018
244 338 63095527
307 247 561959986
332 239 153724476
391 231 894627736
499 269 532466154
36 627 497824715
167 338 378619086
477 481 229739802
182 356 796031855
46 367 275635494
522 597 950081541
430 663 187410335
216 649 951932365
557 441 981265992
292 360 2732891
233 101 472809594
395 668 680970935
19 662 656831107
544 378 279149385
259 373 281679327
180 236 430800707
586 59 528033748
49 578 18606067
195 331 558498072
579 392 756247104
61 48 763713093
288 122 979125945
206 141 33903221
382 438 618903122
442 630 347044373
18 286 313080670
433 396 749822325
480 304 469686700
222 242 718249293
94 132 850724358
28 182 665784237
95 81 58364799
581 551 787347950
364 164 715969351
551 342 783520343
214 650 43800444
38 119 732073906
665 172 509907685
658 425 233571081
341 25 597379827
476 176 638186284
354 117 398543852
113 89 118949212
360 136 72458654
625 512 188268866
142 33 776595454
64 315 206728236
422 200 936422759
453 283 632187247
610 96 472116388
150 89 993826790
289 19 791225447
195 276 135598456
528 375 228632513
254 240 814564951
55 381 810567153
402 481 726037175
18 193 882246315

