189732 91795
168530 5844 156694320
96867 104005 223391005
107543 38943 495919426
76728 120817 544423351
185754 110780 142236618
184960 131435 768924131
50197 26802 667088512
164342 22564 255253545
110916 141360 690987958
154546 15299 362106026
61662 68632 600234431
110150 136143 781079556
104960 107405 943857934
27875 91078 952976049
69222 142998 602349392
116873 162934 191732637
177643 152257 906897115
46652 100020 943693949
75373 86358 212105779
88902 140561 370673135
30958 58371 859219440
15466 186445 749538529
128769 119306 657353524
174491 47205 932201638
10694 62112 884160111
8502 107940 789241790
49249 164810 226592039
152442 185856 494579772
144708 22638 509980370
11340 178712 548902668
24619 29007 239588129
30435 45768 404385596
159337 10955 320426728
154835 60867 583441576
32467 145623 812673535
25643 31478 17219167
136902 129000 341995361
146813 167830 205604660
34463 142779 278438082
48014 89058 424429260
50969 172254 455635439
124656 161271 799903861
7716 154297 817069650
111242 140894 551065813
79397 26945 995685940
35024 54071 979329325
151807 119069 548393874
30865 159861 195869663
29295 105089 376746047
59171 187827 848553386
176603 179444 754566024
78216 110029 737691328
27929 75138 516960218
59728 167170 737604081
130570 28095 93669121
127062 1694 200887468
14248 52238 258150933
126599 139253 13675708
86858 118817 30106609
169116 111659 453158504
49591 10478 221739021
2668 59199 74413421
141252 37701 823968490
11786 35457 829526902
1600 57747 290145651
131965 136480 232304957
66980 59212 969284500
65010 168871 616642621
45084 96843 335625068
148497 33909 137687591
139681 182552 445959096
89175 110778 471473823
9411 180205 857122646
150221 22485 706419940
169147 114507 240635859
120769 163723 583418185
15281 57814 200426186
120210 145633 472494489
114551 137063 222550322
168036 7825 355051197
9210 161063 370633697
116925 111426 479910541
75952 64033 452024644
3830 83013 956382959
25347 54174 787348151
120428 87619 919633469
80272 154478 683504764
111471 74084 708527596
2026 164600 733767712
131953 135536 928621449
178782 95188 346550192
167278 117850 448568405
56996 92188 199429792
100255 176458 906586068
63574 136307 75101805
3012 5824 687520511
60507 20284 441129782
31317 164031 218948696
35641 104473 880646017
69402 25912 808694270
2145 11124 382629039
158603 139925 672641617
2863 147626 324359939
95156 21946 509880486
95135 184432 904556359
81104 47593 205143743
84251 77182 352912703
130959 165024 595292199
79907 99008 955131161
163988 136994 641618889
44167 157238 286970455
137681 127820 654824848
63874 113626 890588392
65112 138943 170567476
138971 134438 447352773
83457 187934 427157308
4686 8066 651830863
141267 84563 892251684
64046 152960 356372126
15418 122819 672290389
152839 143561 762755809
70715 160658 984556938
141723 104092 519244219
181400 40556 389362039
32594 187026 308665527
89665 136965 806905101
35390 56566 145322360
156304 151886 710367001
130572 86233 481560444
137151 3241 954655912
57595 126565 572155215
38025 59490 235942468
116546 187665 565286418
113292 94622 461678489
177950 26757 939368185
16022 49094 492440553
63865 99005 226168424
92161 129205 710527642
116291 129786 532637795
39000 32252 692949500
144578 123554 329909616
22908 89363 816016637
75428 178197 382327779
5421 3333 559262050
24611 63894 501342406
135410 64661 74286387
117303 93128 2628834
140760 21061 644192785
117355 151542 255541992
97285 121779 256561150
15111 2958 173569530
76396 24066 331096155
20162 10236 907118822
39162 140024 376673439
122858 165990 107753537
189613 24640 626389205
76343 106626 803695450
154387 68700 436774356
108267 28844 157197334
43234 149242 962836582
126455 111825 922180915
41599 116280 221680552
86636 100654 345660601
4159 84834 169872393
56064 74989 578878525
176116 91235 592187605
99203 184579 713785385
7396 147174 103837036
175619 178024 188047659
8837 10865 688700016
15496 58088 28599726
7002 143276 13440115
167516 109325 534238734
90991 127899 852774606
130147 153895 455196756
169347 131021 519154447
124173 86885 896388848
65438 104126 366107626
144369 23569 30576726
101484 77531 557293512
43632 172492 145014211
83204 169436 952185764
120899 135272 728353911
150510 172702 539915634
41245 69167 618665295
11932 69242 27973814
131961 165537 787521575
53387 122172 902903294
81147 145903 492174101
17352 53366 769300012
95839 22021 441028686
10159 171152 39261572
41149 108687 121702975
111815 4823 510068411
12774 69201 339056296
181118 45278 946383683
124540 151757 760637282
34372 160827 987886478
149721 33961 39412507
124239 61285 958240156
48524 25012 486701951
93045 54087 193880020
184567 169154 163098435
94975 115059 236883675
5551 83633 925220202
96781 113375 730199175
134055 97634 831630179
133775 6967 28693745
27416 157299 822864732
123207 43114 447816480
159345 188746 498018860
63049 46576 94358304
145667 3802 966562837
93722 23508 886891623
77785 79378 315552392
79053 75705 973334980
171066 74381 296019871
44845 121435 393764235
137192 107736 433949695
37581 35900 966891888
121824 136472 822547676
123893 159753 628169479
40690 122323 706360622
75795 121173 48547328
32207 143193 379392499
4857 29190 75812103
188867 85448 979526114
16635 188414 696248233
177440 2888 346682271
8347 52406 504340548
40516 53530 87765032
108273 125499 547429766
24576 71621 619766373
105427 138935 527776525
18737 7637 577536090
75971 754 510609053
120860 31953 834825723
21724 81835 593874265
21660 179442 46276743
6962 31323 749275576
107343 52053 152950677
44173 78740 143378404
135247 90637 616627330
100767 46137 697517202
116237 119568 35720793
142807 125159 120375913
148168 27553 752911328
106402 22129 358949517
111224 54351 654183124
146627 46459 858852410
51146 133357 200864336
20349 184401 969335011
35241 69180 610168438
20252 150171 515168196
39923 178229 342735120
43887 92927 338965989
6737 20649 220548114
111861 66099 669073852
180721 104115 438298603
118304 93383 102746710
3095 110179 913525477
24959 20034 537807555
112493 80631 472163172
43339 12210 366591483
97579 13060 384646386
96114 2103 801855444
102876 116125 305328214
87249 133998 334350216
130554 175255 300346552
57128 27815 950536441
107850 3419 708565214
184046 118683 310948876
185064 120141 469032172
168910 72271 268061890
186558 7827 136505329
53299 155368 25921454
53091 14652 881974053
31026 143659 862569576
58066 102312 50564331
49024 88551 139686179
152473 102273 191994366
16994 129030 692778795
67026 145760 715401738
143017 183486 682874705
15162 129638 773252057
58531 101002 480688166
42636 50406 243640706
116583 84389 39626021
145391 29122 964964388
60846 64516 828634065
124189 137287 416736660
68413 179312 897176778
161351 17815 982732528
57881 29948 3983439
21729 2765 256178654
129982 153312 10365526
65507 154004 828250977
186825 131397 482854253
72313 101093 278191312
37271 63370 578140843
38214 2709 15629400
6386 11253 236911008
58741 105361 620485808
35592 91656 47778290
61757 157528 707790412
8069 179821 223472116
178113 124664 248826665
24723 156551 764756451
95187 123949 914103505
12096 155962 879163489
97709 113977 342833354
32766 108659 139754712
47588 92655 537908495
3597 122946 617927460
28625 146729 159503180
123480 80609 519111694
45035 176464 501367009
106245 6386 614159265
49733 140241 195369437
136927 70806 101504857
110218 141974 953694242
109210 3101 774194570
123178 147157 808854767
16290 181261 466975831
65932 46838 80000919
148251 168819 749961574
19714 50313 420784986
112117 184456 898730870
151244 80348 698987557
41301 60038 265696307
15634 48632 380881775
62244 7446 277004708
20629 65298 260003331
126428 82704 367022783
11111 89188 672015882
111305 182114 667892128
95016 84430 892922545
109955 85820 330988705
145214 87673 66217878
157713 169849 72282261
89444 124500 757319938
73388 189373 755646542
129010 68996 454998572
154107 16205 945974320
107980 31845 226950467
47063 35057 413813958
77540 153279 929325669
76750 96465 994342104
45690 150435 436019171
122334 38060 370463870
72871 156734 934657905
145486 125063 952182593
67036 112151 693618692
34093 76378 279185756
95708 167668 281031242
9160 65877 892698854
141083 121602 403527025
132059 109258 240792985
35314 1506 923616214
27583 123008 415661153
31150 72736 77213828
179864 23925 222432364
27395 149651 502401816
135070 80014 723384112
183436 77089 867440173
152260 126724 916872228
3804 146477 791722833
78880 6423 800726473
99400 105166 310753743
660 29403 980115066
24781 50218 97304658
105638 185306 73143082
12944 187971 346013023
154000 188919 467434052
181792 160069 520460286
134928 58955 413075021
189158 56735 472882271
80099 4704 651682945
101176 127348 187540545
79404 140362 398925109
162384 168529 451145951
124956 74738 502526700
129364 46563 358496451
46446 148937 441416939
109881 92316 397593887
28563 189399 977846901
129453 1302 582562828
91369 142634 6871857
53335 156987 538417404
162342 104102 181214030
122451 17973 292837428
41329 138811 534073936
2540 188693 297899728
146203 134526 233929872
12363 85308 136590826
123605 16753 120519081
63937 96827 562732229
19825 113149 898575971
66237 149744 69104304
85639 133728 944962839
15547 87379 179306624
141670 132993 915175719
124656 36408 999990246
161189 93521 378009078
185605 15084 289869957
109771 19565 998509276
1585 173795 201607282
15914 24547 347430255
90738 147831 67005012
41863 113971 971767902
107239 140838 370982028
119625 161735 879252311
145369 58364 399049717
137058 86001 159397527
43176 82876 325363113
71037 80057 887846219
60354 151847 523329073
92192 149810 920597722
7552 91404 707196453
120979 103778 854193845
178539 135618 568959104
147373 116293 5511907
45826 268 101908677
89556 112323 241801380
56270 26267 399765267
40545 104113 43964214
21192 169498 721431133
91104 188820 424749221
150808 72493 711415290
165107 131474 423621161
184431 176260 846609884
98293 1365 306683416
75732 84882 109934350
171006 145988 201072411
66627 40674 357628617
32990 15610 873993050
79928 42650 40970088
35324 3682 291705068
69478 121697 314113575
86634 162875 3657888
81410 67925 19965739
151522 126290 368266807
166692 66757 16254528
6977 108244 861910179
23773 11453 320591132
64212 188718 902139157
108180 103355 553111304
18850 157142 947210001
120783 110458 305963221
150733 156899 190247143
163836 152896 949109544
181710 14967 954794022
65473 99865 304838069
185869 92169 310554194
118330 99812 987223935
13784 131228 648993804
81414 3858 288270733
36151 46229 4359540
162896 47569 207921396
132696 100958 886896743
20293 17311 943008584
121008 168688 926481077
116744 153828 414918230
13470 177741 926440271
153790 132352 950810836
60828 41691 934086533
40619 84221 487908819
171066 130003 435913062
125353 185380 226000717
133428 137381 114024188
11950 67584 799839462
37751 51282 235044349
29143 188208 101582502
94180 145479 980325037
52240 54732 465926890
65263 107911 900510712
173816 35721 692111883
175135 4451 77188909
80046 111743 689184998
100849 50688 80634637
139237 151835 507861736
79256 86139 268032832
13101 79291 427074969
28828 49681 732583048
163605 141769 293502629
187382 88888 310867567
101644 13269 427720834
12082 90004 579531543
160271 2744 155538646
134754 135020 959412866
46463 181552 836110464
187608 81749 98598457
45431 81556 963465103
157333 175623 402532661
34141 95126 421404353
82609 171693 731250510
33481 144764 171285933
32384 122681 167082637
8601 42314 365180959
1522 115785 249988819
120847 72724 645407340
148826 38408 546666512
111556 38072 147627592
75467 74605 966087577
88683 60409 561555239
100469 159357 802292587
96082 90261 179620621
143232 11676 33032898
87667 94241 631357505
78721 68779 219777175
102292 31832 238799063
43457 158505 931757632
172073 88860 236990458
170966 44591 597292315
183614 29001 273636967
106981 163200 808690850
84911 97984 893144060
24717 38332 782163995
95512 135802 96062756
59176 57032 669642256
128598 160311 123445064
117964 185349 344845615
135095 46187 798831788
28418 103984 984128414
99788 21273 640363723
114886 63809 102758247
171742 79834 577527848
161161 70111 293266560
502 81832 802836525
157366 35498 528938823
23077 72619 838600910
185904 90412 848829435
22496 36751 457702632
132780 8576 947104729
106683 56535 379432342
14217 97888 659709121
99557 64552 669735183
165564 153194 868084400
143348 101856 973953475
165993 114888 127275764
187961 1247 278607358
37025 127789 182218892
853 137555 456342672
106493 111509 751200314
94955 138453 556141854
58178 158008 508890704
112909 107802 65223224
126163 19846 119134418
29442 131401 723142217
24334 70770 388408971
23416 62821 505787907
101396 80741 134531498
135722 126538 803779234
102682 155702 248249620
91257 126962 823250381
46935 159904 7331439
81402 46467 477575591
135278 76374 268093644
120458 110446 35455293
174178 64549 464550613
175955 137504 549330869
179817 31181 439430296
50942 130519 618778399
21780 56275 267729342
139827 121473 796759983
67804 108874 969283985
70561 108876 584802278
92822 113094 60425533
150277 142826 418688031
149301 177610 162417
30179 66698 933716948
131330 84941 988623742
41800 125722 40608391
120309 21276 320341237
186203 164499 711469222
122057 177861 483426469
170644 154284 369756009
98534 96977 919827873
109454 66808 973073330
119759 156609 71530552
95 64528 393457304
14331 116628 260810982
132800 43663 428366236
107908 24573 37084753
20333 89804 277202761
101367 100538 449172618
148830 184356 116010848
45236 88313 289649840
69146 29819 759875606
42301 20508 635574789
144738 7146 470205447
39008 79622 919049359
145946 59431 279124895
44013 186578 22530331
84825 120164 771404739
2422 74077 748779716
151800 61756 937855268
6866 97823 328920439
70149 12645 539950423
105031 37631 553044762
114772 174407 838592710
44649 149757 220291955
145209 101409 467080745
90799 76528 935644404
49832 23714 735505742
20625 186484 214480970
145784 40091 512186421
97051 175976 673943924
146789 127682 256170935
141493 53507 735586471
117098 47551 365476517
10752 157416 850273565
133104 37348 627989003
54440 95795 948659443
7943 71825 149972517
130666 142067 464686921
62791 184806 674839538
180671 73466 738877168
54632 188604 891056560
102135 96874 329958124
36243 136570 578143517
137786 75725 565044028
28900 163027 842170822
40294 178234 679110938
52272 145528 867683224
28668 52241 834891611
57323 54456 464788075
131902 101907 346795685
60471 93141 291523071
103191 125718 358351661
147696 27975 678499286
84389 44618 47565279
83028 169596 632547610
177227 116499 432440751
73490 23924 53904574
84141 61502 29083487
177549 124475 380669997
154253 8516 105128341
106205 169554 337053601
32198 38720 931800384
136021 164596 717593493
39353 165470 745567469
121125 188017 509577440
58288 38322 487781699
99457 17785 137686141
168157 8745 519357918
167315 63565 543836661
16580 122130 264262754
181159 164273 912468187
13177 55857 54654379
4373 122085 246085133
99110 24880 857693049
32652 169484 381854381
138261 7961 18959905
51823 37403 909158474
38828 170051 408759451
60879 177618 93237653
69419 37083 316245524
62901 149508 14087364
183788 99660 157556898
61778 90141 797306765
64545 187326 107308281
17552 49038 120163179
185538 126602 503500477
164537 171795 150288402
24473 16626 43471682
172818 17558 843310626
2450 20933 330055341
90036 134987 297345034
22132 141652 191065817
105954 75096 238957805
146130 115422 130675897
89813 122064 420228358
60852 77458 624928371
64067 82523 797836363
85848 7131 247448736
171687 124521 503366996
2301 148540 332424832
40474 41346 623787001
126046 159011 2940827
43010 39714 951907938
170551 129523 484163824
52469 90673 902300701
99628 30872 826869232
113015 40758 117234626
35223 15259 844653563
116019 23610 122919122
135032 88128 272858747
133529 93936 19006372
89531 66578 589699817
37399 37157 333525740
150885 105959 788799869
65216 32715 929186785
75037 125053 706213513
40730 8255 321021414
57568 82103 834963659
76462 6595 598535736
172992 184670 158350808
140832 10940 136163777
50447 101530 13667541
127816 88466 569637332
158718 178564 217471367
11775 68688 93960450
75845 51024 893401790
22016 71828 56797388
107008 35945 143339257
79837 26187 288993578
173043 152229 641289114
13074 164292 531456642
19289 111485 622218267
82463 33243 798652053
91448 14651 570306993
111965 111642 668930259
135824 71484 610678681
156111 55947 619690809
38006 16372 419999249
165875 61314 23364719
53351 136729 189087646
83681 164353 512887356
72160 188831 876778706
96782 186459 923463107
123338 184265 256022103
186875 60488 104828239
173549 184233 785400805
96002 102973 989238054
11290 100738 822761000
36870 111446 103090151
28958 68294 221443462
27327 148290 987283457
96160 175185 674860365
165981 188992 202719902
25270 155511 298383970
151323 48957 935918199
174588 31193 13867762
133031 150287 995390696
65401 77647 575453389
80081 8727 851211911
30315 28628 552896004
69710 131958 216827787
61842 4557 598044530
58559 51293 605715346
153143 51715 719554571
86531 64268 725277422
93865 149899 351244770
30327 43006 744806482
167258 80010 897923697
141963 159042 208575197
176433 15471 175245798
10736 116948 442135003
105257 136749 976580204
26606 78237 395113462
154766 106300 133945588
186436 22587 52156057
185717 55747 954251240
11489 149267 36759299
36470 10761 77000437
12752 32047 99119654
5744 46402 884742100
143022 107779 34466366
47234 21692 761378381
7350 20883 976660172
52547 170578 782632519
109719 126067 479026063
122893 142082 168575323
59171 106609 253350444
124154 89920 38350888
26598 111119 543203105
128786 61495 481535210
21077 47297 916379190
168301 22284 534059993
117590 163114 541077403
56012 54135 950244909
96155 14974 120658017
49019 105567 119737715
151634 96317 104573678
108763 36157 56922595
65830 96615 380287743
2790 132637 203488222
15888 158359 698872047
94967 124346 925868995
180261 167648 486531155
61013 89141 383901986
31903 70402 180208456
28191 91745 753697863
40439 50728 666185749
6080 92734 550449969
126822 147830 226002114
87057 154886 708768304
101658 122220 227227885
43174 157845 338180471
78322 57322 647982828
115482 73649 893095160
24671 70794 100890144
26450 159968 543977830
151394 104569 50362820
168947 1446 278508436
172341 1961 414150308
15405 65801 95662136
4167 188860 382089462
10249 78941 534959166
3663 51555 819140225
45016 178268 461290532
81508 15104 935454021
121608 29709 192068851
16231 65565 404097835
117962 13015 303699028
168259 118296 782604828
169993 117528 94078927
9805 146652 168983719
29675 76484 397064285
110085 16904 589661220
125650 24650 712281328
42596 26559 574193663
96360 54175 459441174
13743 166545 184773524
102233 20428 793656102
175624 109002 791460820
111080 165158 356872637
103144 42725 159067321
54114 79690 667490729
51145 123174 335065565
100307 71855 86725965
43857 48006 738420828
79435 141696 373942969
89386 50877 229432025
178253 68941 178568204
113852 96891 458699853
133544 88533 367258282
26997 150136 886938714
33750 84789 508241151
167122 43456 965432581
75097 10898 103429888
163444 6449 629354904
109708 150469 218216308
182261 45930 281088310
187212 62636 299875059
40666 7222 565840874
17592 123469 483181434
103167 139205 370411503
146882 15730 90815555
144746 42692 14634880
69544 126479 922925578
167564 43086 834004571
55345 173287 853885615
46825 84952 36748117
160256 149566 345656559
10506 185529 197234770
68110 75752 533937767
23676 44611 748702515
92920 15798 119571279
149681 140597 856955765
16701 60168 379139008
3552 10833 611312692
89954 117249 415689731
50541 173356 845309937
31141 127652 934064815
104620 85512 497918824
129702 18482 992193924
29762 39703 554292572
63534 185481 591778577
189708 97958 128796929
7738 154848 824819376
94753 45229 107432120
89471 44617 974634137
116049 56772 37398914
79440 50749 39665068
185003 169331 552156298
28369 139327 799384110
24841 179215 833477584
104321 121578 700109755
38720 40584 49933311
86182 38202 386383232
132713 118072 666377697
77941 88346 511285856
126704 7961 140748011
139059 144231 734754981
170125 8596 675538689
144560 47180 718583260
47240 147372 830614982
33409 54561 268722037
75801 85722 443829272
16538 8175 945283219
90386 91609 951952743
88386 77237 194162410
13226 83296 95871506
136964 57710 574242072
155091 146855 841319468
131434 87702 456846762
140277 63779 533044727
61244 103788 483945362
38654 123638 331879979
114321 18029 458213179
56286 40342 94940311
169577 140716 693875768
147616 100948 935558576
75718 16088 759701546
61969 178161 547574877
189372 170450 593078309
27146 61928 584319265
67995 136780 377938198
110219 43770 65198548
12007 155690 652558963
59761 28812 498798589
150943 125113 626215733
117591 105505 276346252
137500 138813 54955503
102839 97606 463308245
25883 69698 362927179
77912 34591 380921217
31602 3107 905155733
52022 189211 433255515
17010 131343 802015010
89807 181323 709412618
81609 163908 139206045
104611 101065 212509941
186849 44451 961677345
85369 15161 42016353
27463 86918 121626435
153844 42040 132345162
169386 169571 322620656
100465 189000 871842730
144498 32798 910888680
39615 20323 582066772
2714 55568 792759056
70123 108118 920295530
105710 21999 310021481
71969 18734 890838145
157937 163393 66836303
179957 63199 669205700
100641 174380 362574908
108268 30468 988811421
27717 16517 122472939
45107 167489 260643111
136994 168484 861814667
11234 8793 312685906
56356 123081 409436022
22478 155704 570758854
71736 91852 90796991
56456 8923 95781867
143182 172616 652142602
156232 14602 997836440
148372 19715 204970793
61775 34203 75891941
109521 93950 511499773
8316 11415 207237694
169219 135251 617232112
101457 133636 372081126
60086 22373 343854352
16002 132233 596997107
87669 5150 893526272
10681 53660 219480858
67023 85665 997873323
129228 118778 959630621
121849 165825 930760521
151060 2286 570184966
4036 7940 576984124
152592 143114 715974207
111740 107558 776320738
166392 112023 968458082
101841 98880 899939134
42547 74323 971104106
6786 154734 170824932
103722 70131 213265348
153808 16388 586875311
124034 33986 916861029
164654 95843 882061623
16199 160282 13476242
31946 151862 449758312
96145 95248 697909415
16374 86602 431369292
40742 116051 403823534
151816 149040 675522968
92844 93391 234958045
88858 62599 707005502
170361 88130 191702898
189651 20414 699873885
101153 162799 489073978
7624 26292 757797437
135774 172573 222686695
93943 97552 694044167
44994 90123 841495031
61161 10743 987897769
48536 138897 793529985
158351 102691 927014021
165688 145088 655696494
137411 175386 615104863
144999 7894 901311022
124900 88711 613391975
6192 61767 869819603
154527 23719 252825164
40849 161001 218952612
185163 89788 386556726
184989 88177 516052929
47790 106932 911611885
104704 49590 594295784
130203 173678 37960110
138929 58969 827121895
10180 53493 999252664
163160 34809 132900399
95635 100451 799380660
165827 54852 96333119
120325 156271 268556997
93325 37367 214287759
149022 129053 412089169
8675 99236 420422044
80858 46964 614038148
166120 69421 36779261
123973 141323 995867561
144806 103747 119175458
47954 125445 194644673
82950 85363 711882716
26743 160513 451622475
5990 10109 184549941
125269 107464 508902829
19473 127953 276136755
163905 31841 167938155
136709 125380 892619172
181708 136072 248350443
126574 94425 285116217
123701 121597 713562907
133230 52043 990766233
115688 67029 706042296
48265 49999 428075842
79261 133580 916150742
3035 130717 416415301
81977 141329 236656281
177056 101378 39981552
59893 146950 624012768
166822 181485 969175117
50540 15337 832363172
146052 123501 457004352
39855 143608 633826116
118870 15959 231272213
29348 109186 501424159
9893 17490 703813028
134770 3786 629904183
8973 57606 149014765
49757 165920 638202876
85662 138302 601296644
128876 27266 857511786
152092 107642 492694848
98331 140119 861252264
103872 151748 759859031
120312 24020 727139386
44438 64557 490617482
156574 21216 325240987
141468 46635 125004219
83041 135892 704191235
127839 143909 209185742
34298 21821 16178951
151294 182090 698250484
179525 29923 177955979
74469 154181 357650849
185445 94582 246719175
45914 161592 820343506
180508 52946 520351730
21115 175978 997900958
74547 3414 523975077
169356 132512 371077466
177610 108335 113850361
75095 36843 943929871
44168 152698 633992625
126402 45853 905383829
32241 138600 887034111
80262 76381 62059720
55361 86852 775590103
116451 109285 442975795
48344 126871 347683583
153919 102686 853153806
84875 32687 213028968
133505 39917 369210059
38656 126218 815279009
48752 61692 972936108
148219 118764 174239771
86789 161509 857908608
12498 9496 792368353
106628 108633 627228146
188011 38517 207533067
75434 99098 186186041
73477 123522 982931816
116031 169282 569737965
187181 187444 96928322
71369 176068 886021300
56143 59988 185318960
180297 137439 3366691
9866 65830 172904489
53105 158279 288608083
110598 16952 908640391
79393 49997 557680380
178 130998 283819500
85443 125237 837192617
17355 81041 855987569
62317 122999 823422724
152557 119625 522144349
116034 32178 877766692
92261 74914 625728559
34653 180099 265590027
164446 124197 905831014
55633 127373 681697824
140670 14180 611399972
51757 42438 396646123
42618 39345 403346057
97300 41121 80214931
60364 121600 837251332
171712 21900 220753850
1164 183393 824491629
163101 188750 136226715
178880 36761 892527727
18485 19112 453693760
78698 38288 990243246
148347 189168 664020092
58525 10133 18789147
107168 95111 571771794
179657 134633 64892238
177767 13808 714456013
111219 121514 156846208
164189 110812 454808402
33890 62951 11634134
187535 84837 122152802
26622 13825 65289319
82508 20396 80345106
102726 1909 55477939
39630 81008 525572542
118809 38204 782322179
169202 168427 826536381
142489 72860 154173815
137500 78342 332871239
123624 110403 561216673
128465 136384 852961260
53392 11432 539018510
144039 45482 626522850
87205 122335 164401441
53883 96499 726403353
27320 186802 554973896
7624 50256 137181174
30951 155118 292359863
154699 166230 929402901
186411 170543 541150437
187429 12439 830045164
64696 104683 105564070
160314 5235 201591028
110251 48781 735514360
36913 150314 398065444
62267 27239 296232553
78839 131087 409900890
58502 18590 353483417
171146 60784 754228432
26205 39841 609350631
148787 23149 476384411
35231 26662 402174016
139204 127315 667362286
19054 50540 492552106
82020 120 541189142
8255 71607 818388939
189387 162176 845868385
94960 91945 631104583
68954 86505 731414597
83217 100308 786379247
75707 160765 815117031
141996 172709 918586233
2246 164513 724932863
143761 18363 963102129
135553 183854 740825564
10909 162454 318735612
116014 122570 764369450
134955 58073 252610750
60208 127850 110521689
115778 96534 162077022
32360 111821 513670797
6720 93153 309938612
64578 61862 102513470
130269 125205 720507521
94551 51373 992691183
22246 49418 852285614
30863 148923 795707075
51529 39731 945771828
105926 71928 74239617
181001 55741 235258538
68347 6111 139404990
157373 72617 110989462
178100 182158 380903983
140023 109429 629360911
139963 140506 585088249
51987 89131 458600767
177356 31880 218216907
177766 54529 969236910
159402 107412 325297317
33550 173529 19534500
88201 99340 260356827
51853 91590 970743227
171006 77584 335718155
141621 119485 641886707
98379 17818 432639959
71634 77214 62689254
130880 41017 778585233
80766 59478 279434606
177145 140644 985334236
94447 76556 83325788
68270 75084 50715863
90833 62304 902853542
160272 122585 943472865
35896 138415 244742577
123171 42102 779399424
165622 46022 451012005
100916 122156 674681292
168589 149773 456822646
79764 41705 186132021
124391 6807 450210539
10708 15605 302258225
31932 101375 184885882
93475 188820 226083998
157981 49077 443284786
139435 58027 101700726
96536 181150 586862203
163648 22868 954078890
112463 86333 51409099
95865 121922 987418995
175660 58688 46225616
62605 69032 765392368
182692 134537 73653056
172238 95271 64741446
17066 4861 627673472
181176 149061 811327395
2023 68852 335104960
103456 55158 118507565
94496 174076 882864340
118925 22231 945650862
82625 98027 411185849
154634 4799 923286329
5908 26988 443509870
134971 85729 847121580
189226 81615 357661864
126321 37801 412942054
112882 63329 239625681
90841 121082 470328699
66787 163892 335438426
185094 14674 46813659
189083 98109 951690895
43269 67252 322380634
25424 101094 984650723
62530 189029 211478752
35019 153431 925605655
146946 157917 236565983
14759 149718 491596548
1919 48438 560005468
142103 13788 282172591
98295 79863 393020902
114368 164425 418033901
87496 56698 410500349
129595 26719 232296914
66708 161695 882464493
182064 83806 326408910
71671 169947 918028925
12035 76000 573998378
55863 123550 274696904
109986 24824 822298413
112450 67884 886525839
139849 45744 243858256
159278 182331 758319417
183933 28814 135673070
83515 171923 27913797
175923 127607 59740338
160343 166068 73039657
131365 143059 205428409
121180 97793 277378451
114331 66405 467988862
1932 126207 799506041
179264 2065 709187950
171704 150651 720387575
140396 145308 195311488
109857 140351 46251427
173125 180175 974919387
97339 40906 511409806
8469 45645 849871385
46371 12463 358947235
71544 80922 798614927
142322 109795 53045657
108793 162147 929002845
138168 62112 638910543
67766 97321 799102985
90894 32174 549076004
122463 118855 714490779
189348 93477 868973201
69741 144224 470942372
161273 174872 664997566
150400 174462 518052783
139405 151429 321762834
99011 175356 515788531
147752 50346 604760707
136146 67634 436476232
3195 25811 598134071
76750 175862 224632005
130263 94888 358798196
153603 46553 363255969
116481 173119 658839737
103246 185222 35386359
149021 129118 791309007
